# Manual word translations:

estaba	war
44-17	44 bis 17
'almost'	'fast'
'almost'	"fast."
'almost'	"fast"
'almost'	"nahe."
'little	'klein
'little	"klein
than'	als
than'	als "
than'	als ‚
than'	als „
44-30	44-30
44-30	44- 30
45	45
45	45 %
45	ANHANG
45-2	45-2
45-2	45 - 2
'puts	nummer
'puts	nummern
45-24	45-24
45-24	45­24
45-24	45—24
'how	wie
'how	- wie
expect	erwartet
expect	voraussichtlich
1851	1851
1851	ANHANG
1851	KAPITEL 51
critic	kritisch
critic	kritische
critic	kritischer
critic	kritischen
highly	höher
highly	hoch
highly	hochwertig
highly	stark
cultivated	kultiviert
cultivated	angebaut
cultivated	gezüchtet
forceful	durchgesetzt
forceful	kraftvoll
forceful	pflicht
forceful	vollstreckt
contemporary	zeitgenössische
contemporary	zeitgenössisch
contemporary	zeit
amongst	beng
amongst	von
amongst	in
amongst	die
pazos	pazon
pazos	pyjamas
pazos	backwaren
pazos	pazos
ulloa	Ulloa
ulloa	Ullo
ulloa	Ulloi
vilamorta	Vilamorta
vilamorta	Vilamorite
vilamorta	Vilamorit
vilamorta	Vilamort
palpitante	palette
palpitante	paletten
palpitante	palpit
palpitante	palpant
46-7	46-7
46-7	ANHANG
46-7	ANHANG 7
46-7	46- 7
46-10	46-10
46-10	46 - 10
wonderfully	wunderbar
wonderfully	wundervoll
becoming	werden
becoming	immer mehr
46-12	46-12
46-12	46- 12
46-12	ANHANG
46-17	46-17
46-17	46 bis 17
46-17	ANHANG
46-21	46-21
46-21	46,21
46-21	46 bis 21
'there's	es gibt
'there's	da ist
'there's	da ist es
money	geld
money	gelder
47-5	47-5
47-5	47 - 5
47-5	47 — 5
47-6	47-6
47-6	47 - 6
47-6	47- 6
why	warum
why	wieso
why	- warum
47-17	47-17
47-17	47 - 17
47-17	47 — 17
47-17	47- 17
47-20	47-20
47-20	47- 20
47-20	47 - 20
'might	vielleicht
'might	'maibe
47-25	47-25
47-25	47 - 25
48-9	48-9
48-9	ANHANG
48-9	48 - 9
48-13	48-13
48-13	ANHANG
48-19	48-19
48-19	48 bis 19
sentence	satz
sentence	urteil
sentence	satz 1
sentence	satz 2
48-23	48-23
'turned	„gedreht
'turned	'gedreht
subj	teil
subj	teil 1
subj	teil i
subj	teil ii
'as'	"als"
'as'	"wie"
'as'	"as"
'as'	"sowie"
poniéndose	immer
poniéndose	immer..
poniéndose	und
poniéndose	immer wieder
48-27	48-27
48-27	48–27
something	etwas
something	was
48-28	48-28
48-28	48–28
di-me-la	ich..
di-me-la	- ich..
49	ANHANG
49	49
49	L 347 vom 20.12.2013, S. 1)
49-1	49-1
49-1	L 347 vom 20.12.2013, S. 1)
49-7	49 - 7
49-7	49-7
49-7	49 — 7
49-7	49- 7
unusual	nicht üblich
unusual	nicht gewöhnlich
unusual	ungewöhnlich
would'	ich würde
would'	würde
would'	würde ich
happen	passieren
happen	geschehen
happen	passiert
49-9	49 - 9
49-9	49 — 9
49-9	ANHANG
49-9	49 ­ 9
49-10	49 - 10
49-10	49-10
49-10	49 — 10
pluperfect	plupferfekt
pluperfect	pupferfekt
pluperfect	pluperfect
pluperfect	pupillen
49-18	49 - 18
49-18	49-18
49-18	49 — 18
clear'	klar
clear'	"
clear'	klar "
'evident	nachweis
'evident	"beweis
'evident	"beweise"
49-19	49-19
49-19	49- 19
49-19	49, 19
imp	cas-nr
imp	mp
imp	hanf
imp	imp
49-25	49-25
'what'	was
'what'	- was
49-28	49-28
49-28	49­28
49-28	49,28
'why'	warum
'why'	wieso
'why'	- warum
'indeed	'
'indeed	„unbestimmt
'indeed	"
'indeed	'indete
'if	„wenn
'if	„falls
'if	wenn
50	50
50	50 %
50-4	50-4
50-4	50 - 4
50-4	50- 4
50-10	50-10
50-10	50 - 10
stressed	unterstrichen
stressed	stress
stressed	gespannt
stressed	gestützt auf
50-14	50-14
50-14	50 - 14
50-17	50-17
50-17	50 - 17
50-17	50- 17
'real	'real'
'real	"wirklich"
'real	'real
'real	„wirklich
lovers	lieben
lovers	liebhaber
lovers	liebe
formally	formell
formally	formal
'betrothed	'betrothed
'betrothed	"betrothed
50-19	50-19
50-19	50 - 19
50-19	50- 19
50-24	50-24
50-24	50 - 24
'great	großartig
'great	„great
'great	'great
'great	toll
heavens	himmel
heavens	die himmel
heavens	der himmel
heavens	oasen
custom	Zoll
custom	Zollkontingent
custom	Zollsatz
custom	Zollsätze
invocation	invoziert
invocation	aufrufen
invocation	invokation
holy	Heilige
holy	Heiliger
holy	Heilige Mutter
family	Familie
family	Familien
family	Familienangehörige
family	Familienurlaub
sacrilegious	sacrilegus
sacrilegious	sakrileg
sacrilegious	sacrilegin
'dear	'
'dear	"
'dear	„
'dear	''
50-36	50-36
50-36	50 - 36
avisaré	ich rufe an
avisaré	ich ruf an
avisaré	ich rufe
avisaré	ich sag's dir
51	ANHANG
51	KAPITEL
51	51
51-14	51-14
51-14	5-14
51-19	51-19
51-19	5-19
51-19	51­19
done	erledigt
done	getan haben
done	getan
51-20	51-20
51-20	51- 20
51-20	5-20
51-21	51-21
51-21	51.21
51-21	51,21
51-21	51, 21
51-28	51-28
51-28	51­28
51-28	51, 28
51-28	51,28
52	52
52	52)
52-2	52-2
52-2	52- 2
52-8	52-8
52-8	52- 8
52-8	5-8
permitted	zulässig
permitted	erlaubt
boarding-students	schüler
boarding-students	schüler/innen
boarding-students	ausscheidende schüler
boarding-students	internat-studierende
allowed	erlaubt
allowed	zulässig
parents	eltern
parents	eltern und eltern
guardians	wachen
guardians	wacholder
occasions	anlässe
occasions	gelegenheiten
occasions	anlass
occasions	berufe
53-25	53-25
53-25	53- 25
'did	'
'did	"
'did	„did
'did	„
bad	schlecht
either	entweder
either	oder
either	auch
54	ANHANG
54	54
54	54)
54-2	54-2
54-2	54- 2
54-2	ANHANG
54-2	ANHANG 2
comparative	vergleich
comparative	vergleichsvergleich
54-3	54-3
54-3	ANHANG
54-3	54- 3
satisfied	zufrieden
satisfied	zufrieden mit
satisfied	zufrieden geben
satisfied	zufrieden stellen
54-26	54-26
54-26	54­26
hearing	anhörung
hearing	hörfunk
hearing	hörer
hearing	hören sie auf
54-29	54-29
54-29	ANHANG
54-29	54­29
gambled	glücksspiel
gambled	gambled
gambled	gamble
gambled	gambles
gentlemen	gellemen
gentlemen	gents
gentlemen	meine herren
gentlemen	herr präsident
54-30	54-30
54-30	54- 30
marquis	marquis
marquis	marquise
displeased'	unvollständig
displeased'	nicht erfüllt '
displeased'	unzulänglich
displeased'	ausgenommen '
weighed	gewogen
weighed	wiegt
weighed	wiegend
marquis'	marquis '
55	ANHANG
55	55
55	KAPITEL
55-2	55- 2
55-2	55-2
55-2	ANHANG 2
55-2	55 - 2
shelter	schale
shelter	schalenfrüchte
shelter	hülsenfrüchte
shelter	mantel
55-13	55-13
55-13	5-13
55-13	55- 13
cold'	kalt
cold'	kalt '
cold'	kalt "
cold	kalt
cold	kälte
filtering	filtern
filtering	filterung
through	durch
through	von
through	durch die
nape	nackt
nape	na
nape	nabe
nape	nacken
neck'	hals
neck'	nacken
neck'	hals '
55-15	55- 15
55-15	55-15
55-15	55 - 15
55-15	55 — 15
'will	'
'will	wird
'will	„will“
'will	'will
fall	fall
fall	herbst
fall	sturz
fall	fallen
55-17	55- 17
55-17	55 - 17
55-17	55-17
'arranged	'
'arranged	"
'arranged	'arrangiert
'arranged	"arrangiert
matters'	fragen
matters'	fragen '
matters'	angelegenheiten
matters'	gegenstand
55-18	55-18
55-18	55 - 18
55-18	55 — 18
other'	andere
other'	sonstiges
other'	sonstige
what'	was
what'	- was
55-31	55-31
55-31	55—31
ultra-catholic	ultrakatholisch
ultra-catholic	ultra-katholisch
paper	papier
paper	papiere
paper	papiere und pappen
56	56
56	KAPITEL
56	ANHANG
56-3	56- 3
56-3	56 - 3
56-3	56-3
56-3	KAPITEL 3
paying	zahl
paying	zahlen
paying	zahlung
attention	aufmerksamkeit
attention	aufmerksamkeit und aufmerksamkeit
seconds	sekunden
seconds	sekunde
seconds	sekunden lang
56-8	56- 8
56-8	56-8
56-8	56, 8
regresó	zurück
regresó	zurückgekehrt
56-11	56-11
56-11	56- 11
efforts'	'
efforts'	maßnahmen
efforts'	bemühungen
efforts'	"
'through	'
'through	"
'through	durch
seeking'	suche nach:
seeking'	ich suche nach
seeking'	suche nach
56-14	56-14
56-14	56 bis 14
heard	hören
heard	gehört
burst	burst
burst	bursche
forth'	"
forth'	vorwärts
forth'	aus
forth'	vorherige
succeeded	erfolgreich
56-20	56- 20
56-20	56-20
56-20	56@20
raudamente	selten
raudamente	seltsam
raudamente	raus
last	letzter beitrag
last	letzte
last	letzte woche
last	letztes jahr
adjectives	adjektive
adjectives	zusatzstoffe
adjectives	zusatzstoff
adjectives	additive
agree	grad
agree	zustimmung
agree	abkommen
agree	stimmt
56-26	56-26
56-26	56,26
56-27	56-27
56-27	56—27
'tossing	'
'tossing	'verlust'
'tossing	"
'tossing	'verluste'
reciprocal	gegenseitigkeit
reciprocal	gegenseitig
reciprocal	rezeptur
56-31	56-31
56-31	56 bis 31
56-31	56—31
'whether	„oben“
'whether	‚oben‘
'whether	ganz gleich
'whether	„ob
willing	wollen
willing	weinen
willing	schreien
not'	nein
willing'	wird '
willing'	bereiten
willing'	bereitwillig
willing'	willen
57-4	57-4
57-4	57- 4
57-5	57-5
57-5	57- 5
57-5	57 - 5
57-5	57 ­ 5
'liquid	flüssig
'liquid	„flüssig
'liquid	'flüssig
'contents'	"inhalt"
'contents'	"inhalte"
'contents'	"konten"
'contents'	„inhalte '
'blood'	blut
'blood'	"blut"
'blood'	'blut'
57-11	57-11
57-11	57­11
abbreviations	abkürzungen
abbreviations	abkürzung
57-21	57-21
57-21	57­21
possessed'	besessen '
possessed'	besessen
devil	teufel
devil	devil
one's	einer
one's	einer ist
one's	eines
one's	eins
body'	körper '
body'	körper
body'	körper "
57-26	57-26
57-26	57­26
58-3	58-3
58-3	ANHANG
58-3	58- 3
'whoever	'
'whoever	"
'whoever	wer auch immer
your	ihr
your	du
your	deine..
excellency	Exzellenz
excellency	Transparenz
arrange	reis
arrange	arrange
arrange	anordnen
arrange	rang
58-9	58-9
58-9	58- 9
'may	vielleicht
'your	'
'your	"
'your	du
'your	„
know'	wissen sie
know'	wissen
58-12	58-12
58-12	58- 12
'go	'go'
'go	‚go‘
'go	'go
'go	'
58-17	58-17
58-17	58 bis 17
daring	töten
daring	mord
daring	tod
58-18	58-18
58-18	ANHANG
58-18	58 bis 18
fear	angst
fear	angst vor angst
fear	furcht vor angst
fear	angst und angst
59	ANHANG
59	KAPITEL
59	59
59-2	59- 2
59-2	ANHANG 2
59-2	59, 2
59-2	ANHANG
'not	'
'not	nicht
'not	nein
simply	einfach
59-8	59, 8
59-8	59- 8
59-8	59-8
59-8	ANHANG
met	tagung
met	sitzung
59-11	59-11
59-11	59, 11
59-11	59­11
59-12	59- 12
59-12	59, 12
59-12	59 - 12
59-12	59-12
heir	hören
heir	erbsen
heir	hört zu
1891	1891
1891	ANHANG
travel	reise
travel	reisen
travel	reiseroute
travel	reisekosten
council	Rat
council	Vorschlag
council	Rat und Rat
council	Der Rat
turkey	Türkei
turkey	Tschechische Republik
turkey	Griechenland
turkey	Schweiz
lively	lebend
lively	lebendig
vein	venen
vein	vegan
vein	furniere
ironical	eisen
ironical	eisenwaren
seldom	selten
seldom	seltenheit
frivolous	frivol
frivolous	frivole
frivolous	frivoler
newspapers	zeitungen
newspapers	zeitung
newspapers	zeitschriften
ended	beendet
ended	ende
ended	endet
60-2	60 - 2
60-2	60-2
60-2	60 — 2
begins	beginn
begins	beginnt
begins	ursprung
villages	dörfer
villages	dorf
villages	dorfe
villages	dorfer
bay	Bucht
bay	Bay
bay	Buchten
cadiz	Cadiz
cadiz	Roggen
southwestern	südwestlich
southwestern	südwest
southwestern	südwesten
southwestern	im südwesten
60-4	60-4
60-4	60 - 4
60-4	60- 4
60-5	60 - 5
60-5	60-5
60-5	60 — 5
60-10	60 - 10
60-10	60-10
60-10	60 — 10
middle	mitte
middle	mittel
middle	maßnahme
june'	Juni
june'	Juni '
month	monat
month	monate
month	monatlich
month	monatliche
june	Juni
june	Juli
june	März
june	Juni 2000
half	hälfte
half	halb
half	halbe hälfte
gone'	♪
gone'	weg
60-12	60-12
60-12	60 - 12
60-12	60 — 12
60-22	60-22
'happy	glück
'happy	glücklich
eats	essen
eats	lebensmittel
eats	speise
eats	hafer
61	61
61	ANHANG
61-1	61-1
61-1	ANHANG
61-5	61-5
61-5	ANHANG
61-5	61- 5
'judge	"judge
'judge	'judge
'judge	"richter
judge	richter
judge	richterin
61-12	61-12
61-12	61- 12
61-12	ANHANG 12
merchant	Handelsverkehr
merchant	Warenverkehr
merchant	Handelsunternehmen
merchant	Merchant
venice	Venedig
venice	Italien
venice	Venedig:
61-16	61-16
61-16	61- 16
61-16	ANHANG
recognizing	erkennen
recognizing	erkennung
recognizing	anerkennung
61-18	61-18
61-18	ANHANG
truly	theorie
truly	trance
truly	trancen
truly	trübung
'it'	"es"
'it'	"it"
'it'	'es'
61-19	61-19
61-19	61- 19
61-19	61­19
stolen	gestohlen
stolen	gekrempelt
stolen	gekrönt
stolen	geklaut
dat	datierung
dat	damm
dat	datteln
dat	dakt
61-20	61-20
61-20	61- 20
61-20	ANHANG 20
61-23	61-23
61-23	61 bis 23
wonder	wunderschön
wonder	wunder
wonder	wunderbar
62	ANHANG
62	62
62-7	62-7
62-7	62- 7
62-7	Artikel 7
belonged	zugehörigkeit
belonged	zugehörigkeit zu
belonged	besitz
belonged	zugehörigkeit zur
duke	Duke
duke	Herzog
called	genannt
called	aufgerufen
called	rief an
tradition	tradition
tradition	traditionen
tradition	traditionell
founded	gegründet
founded	gründung
62-19	62-19
62-19	62 bis 19
62-19	62- 19
62-21	62-21
62-21	62 bis 21
62-21	62­21
full	vollständig
full	voll
full	insgesamt
expressions	begriffe
expressions	ausdrucksformen
expressions	ausdruck
expressions	bezeichnungen
62-23	62-23
62-23	62 bis 23
62-23	62,23
62-25	62-25
62-25	62- 25
vd	Du
vd	Vgl
vd	Sie
63	63
63	ANHANG
63-3	63- 3
63-3	ANHANG
63-3	63-3
whom	welch
whom	wen
refers	referenzen
refers	verweisungen
refers	verweise
refers	referenz
63-6	63-6
63-6	63- 6
fellow	mann
fellow	fellow
fellow	mitglied
63-8	63-8
63-8	63- 8
63-8	ANHANG
neighbor's	nachbar
neighbor's	nachbarn
neighbor's	nachbars
line	linie
line	zeile
line	leitung
'resident	einwohner
'resident	mitglied
'resident	mitgliedstaat
63-9	63-9
63-9	63- 9
63-9	ANHANG
stole	gestohlen
stole	stroh
stole	stola
stole	gestein
perfect	perfekt
preterite	preterit
preterite	präterit
preterite	perterit
preterite	vorrat
uncommon	eine gemeinsame
uncommon	ein gemeinsames
uncommon	ungeheuer
uncommon	ungeziefer
63-12	63-12
63-12	63- 12
'yours'	'unser'
'yours'	"unser"
'yours'	wir
distinctive	deutlich
distinctive	deutlich ausgeprägt
distinctive	anders
63-14	63-14
63-14	63- 14
63-20	63-20
63-20	63- 20
63-27	63-27
63-27	63—27
sat	saat
sat	satt
64	ANHANG
64	64
64	KAPITEL
64	64 %
64-10	64-10
64-10	64- 10
'prevented	„verhindert
'prevented	vorbeschrieben
'prevented	„vorbeschrieben
'prevented	„vorbeugend
going'	los
going'	"
'impeded	„geimpft“
'impeded	„geimpft
'impeded	'geimpft
64-11	64-11
64-11	6-11
'himself'	"ich selbst"
'himself'	"sich selbst"
'himself'	"ihm selbst"
'himself'	"ihr selbst"
64-16	64-16
64-16	64- 16
consider	erwägungen
consider	erwägung
consider	erwägungsgründe
consider	erwägungsgründen
64-24	64-24
64-24	64­24
'over	'
'over	insgesamt
'over	über
'over	'über
64-31	64-31
64-31	64­31
keeps	hält
keeps	♪
keeps	#
keeps	haltungen
cutting	schneiden
cutting	schnitt
65	65
65	65 Jahre
65	65 %
65-1	65-1
65-1	65­1
proved	mit
proved	wenn
proved	nachgewiesen
proved	propan
whether	ob
65-2	65-2
65-2	65- 2
65-19	65-19
65-19	65 bis 19
65-19	65­19
scars	narben
scars	autos
call	anruf
call	ruf an
call	ruf
65-26	65-26
65-26	65—26
exclamatory	exlamente
exclamatory	exlaminierend
exclamatory	aussöhnung
exclamatory	exlaminiert
66	66
66	65
66	66,6
66-8	66-8
66-8	66- 8
66-8	66, 8
66-8	66@8
'kept	'kept'
'kept	'kept
66-9	66-9
66-9	66- 9
66-9	66, 9
66-9	ANHANG
emma	Emma
67-5	67-5
67-5	67- 5
67-5	67
67-5	Insgesamt
dead	tot
dead	tod
67-20	67-20
67-20	67- 20
gotten	haben
gotten	hat
67-24	67-24
67-24	67­24
67-25	67-25
67-25	67 bis 25
68	68
68	ANHANG
68	68)
68-6	68-6
68-6	68- 6
68-10	68-10
68-10	68- 10
expected	erwartet
expected	voraussichtlich
expected	voraussichtliche
played	gespielt
played	spielen
played	spiel
68-11	68-11
68-11	68­11
unable	unmöglich
unable	nicht verfügbar
unable	unveränderlich
unable	unveränderbar
prayers	gebete
prayers	gebet
68-19	68-19
68-19	68- 19
sarcastic	sarpentin
sarcastic	sarpent
sarcastic	sarpentinen
sarcastic	sarkastisch
flings	flings
flings	flirten
flings	flöße
flings	flachs
politics	politik
politics	politik und politik
indulges	vergebung
indulges	indulges
indulges	indulente
indulges	lenizid
68-27	68-27
68-27	68—27
68-27	68­27
69	69
69	69,9 € oder mehr
69	70
69-2	69-2
69-2	69, 2
69-2	69- 2
69-3	69-3
69-3	69, 3
69-3	ANHANG
69-6	69-6
69-6	69, 6
69-6	69- 6
hubieran	sie würden
hubieran	es gäbe
hubieran	würde
hubieran	es wäre
owed	verbindlichkeiten
owed	schulden
owed	geschuldet
owed	schuldet
69-14	69-14
69-14	69, 14
69-14	69. 14
69-16	69-16
69-16	69, 16
69-16	69. 16
69-16	69- 16
69-20	69, 20
69-20	69-20
69-20	69. 20
69-20	69@20
70	70
70-6	70-6
70-6	70 - 6
70-6	70 bis 6
70-9	70-9
70-9	70— 9
70-9	70- 9
70-17	70-17
70-17	70 - 17
70-17	70 bis 17
overcoming	überwindung
overcoming	überwinden
overcoming	überkommen
progressive	fortschritte
progressive	fortschreiten
progressive	fort
progressive	fortschreitend
70-22	70-22
70-22	70­22
71	ANHANG
71	71
71	KAPITEL
71-3	ANHANG
71-3	71- 3
71-3	KAPITEL 3
71-28	71-28
71-28	71 bis 28
71-28	71.28
72	ANHANG
72	72
72	KAPITEL
72-1	72-1
72-1	ANHANG
72-7	72-7
72-7	ANHANG
72-7	72- 7
falling'	fall
falling'	fallend
falling'	fall '
falling'	fallen
'fall	'fall'
'fall	'fall
'fall	'falle
modified	modifiziert
modified	geändert
modified	geändert durch
72-16	72-16
72-16	ANHANG
72-16	72- 16
72-21	72-21
72-21	72­21
72-21	72 bis 21
probably'	wahrscheinlich
probably'	vermutlich
probably'	vielleicht
cond	mit einem gehalt an
cond	mit
cond	kondensiert
cond	condado
move	bewegung
move	bewegen
72-26	72-26
72-26	72 bis 26
72-26	72,26
scarcely	gefängnis
scarcely	sjard
scarcely	gefängnisse
scarcely	gefängnisstrafe
73	73
73	73)
73-1	73-1
73-1	73- 1
veamos	mal sehen
find	finden
find	finden sie hier
73-7	73-7
73-7	73- 7
73-9	73-9
73-9	73- 9
73-9	73. 9
repay	rückzahlung
repay	erstattung
73-11	73-11
73-11	72-11
75	75
75	75 %
75-2	75-2
75-2	75- 2
75-2	75 - 2
75-29	75-29
75-29	75­29
75-29	75- 29
seat'	sitz
seat'	sitzplatz
seat'	sitz '
seat	sitz
seat	sitzbank
seat	sitzplatz
76	76
76	76)
76	ANHANG
76-4	76-4
76-4	76- 4
76-4	76­4
76-9	76-9
76-9	76- 9
76-9	76-8
76-15	76-15
76-15	76­15
76-15	76- 15
77	77
77-1	77-1
77-1	77- 1
77-3	77-3
77-3	77- 3
'and	"und
'and	'und
'and	und
'and	' und
sought	gesucht
sought	gesucht nach
greater	größer
greater	mehr
greater	größer als
greater	größer/gleich
james	James
77-4	77-4
77-4	77- 4
77-4	77 bis 4
77-8	77-8
77-8	77- 8
77-8	78-8
77-8	77, 8
'letting	'
'letting	'briefing
'letting	'briefing'
caressed	unbehandelt
caressed	verloren
caressed	verloren gegangen
caressed	sorglos
77-16	77-16
77-16	77- 16
77-24	77-24
77-24	77­24
77-24	77—24
close	schließen
close	nähe
close	nahaufnahme
remediarlo	mittel
remediarlo	heilmittel
remediarlo	um es zu beheben
77-29	77-29
77-29	77- 29
77-29	77, 29
77-29	77­29
'throwing	'
'throwing	"
'throwing	„
'throwing	#throw
78	78
78	78)
78-6	78-6
78-6	78- 6
79-1	79-1
79-1	779-1
river	fluss
river	rover
river	wasser
flows	blumen
flows	blüten
flows	ströme
flows	strom
carries	mit
carries	trägt
carries	kerne
carries	mit einem gehalt an
rains	regen
rains	ratten
becomes	bebe
becomes	getränke
becomes	trinken
becomes	getränk
raging	wut
raging	bewertung
raging	rating
raging	wüten
torrent	torrent
torrent	ton
appendix	Anlage
appendix	Anhang
appendix	Anlage 2
appendix	ANHANG
twitted	verdreht
twitted	verdrillt
twitted	twitter
whale	wal
whale	wale
floating	schwimmend
floating	schwimmen
pack-saddle	paket
pack-saddle	verpackung
pack-saddle	packstücke
pack-saddle	verpackungen
79-8	79-8
79-8	779-8
79-8	79- 8
79-10	79-10
79-10	779-10
soon	bald
79-13	79-13
79-13	779-13
coming	kommen
coming	kommt
coming	komm her
79-15	79-15
79-15	79­15
79-15	779-15
79-20	79-20
79-20	79- 20
79-20	779-20
'saint	salbe
'saint	saint
isidor	Isidor
isidor	Isid
isidor	Iridor
isidor	Isidr
patron	muster
patron	arbeitgeber
patron	schirmherr
lived	lebt
lived	lebte
lived	gelebt
lived	lebten
twelfth	zwölf
twelfth	12
century	jahrhundert
century	jahrhunderte
prayer	gebet
prayer	pryer
prayer	das gebet
fields	felder
fields	feld
fields	:
fields	felder aus
angels	engel
angels	winkel
angels	die engel
descended	rückgang
descended	zurückgegangen
descended	sank
descended	absteigend
heaven	himmel
heaven	schwer
drove	trog
drove	trottel
drove	tropen
plow	pflüge
plow	pflug
plow	puck
finishing	ende
finishing	beenden
finishing	enden
finishing	endung
plowing	pflüge
plowing	pflügen
plowing	pflug
79-21	79-21
79-21	79­21
79-21	779-21
80	80
80	80 %
80-5	80-5
80-5	80 - 5
80-5	80- 5
80-6	80-6
80-6	80 - 6
80-6	80- 6
80-7	80-7
80-7	80- 7
80-7	80 - 7
did	
did	- was
did	was
raining	regen
raining	bewertung
raining	rating
80-10	80-10
80-10	80 - 10
'because	denn
'because	weil
80-11	80-11
80-11	80- 11
'an	'an
'an	'an'
'an	'
apprentice	lehrlingsausbildung
apprentice	lehrling
apprentice	ausbildung
80-17	80-17
80-17	80- 17
80-17	80 - 17
wine-grower	weinbauer
wine-grower	weinbauern
wine-grower	weinbaubetriebe
mentioned	genannt
mentioned	erwähnt
wine-shop	weingeschäft
wine-shop	wein-shop
wine-shop	weinladen
wine-shop	weinbau
nine	neunzehn
nine	neun
nine	9
west	westen
west	west
west	westlich
west	westliche
recently	vor kurzem
recently	vor
established	gegründet
established	hergestellt
established	etabliert
branch	zweigstelle
branch	zweigstellen
branch	zweig
branch	zweigniederlassungen
outskirts	auszüge
outskirts	aussätzchen
